BP_Único_y/o_Repetido,CLAVE_CLIENTE,CATEGORIA_PRODUCTO,DETALLE_PRODUCTO,POSICION_CUENTA_FECHA_TRANS
Repetido,90038613,FONDOS DE DEUDA,ALTERNA B," 106,572 "
Repetido,90038977,FONDOS DE DEUDA,ACTIMED B," 316,674 "
Repetido,90039165,FONDOS DE DEUDA,ACTIREN B," 15,758 "
Repetido,90039181,FONDOS DE COBERTURA,ACTICOB B," 1,714 "
Repetido,90039181,RENTA VARIABLE,MAYA B," 27,154 "
Repetido,90039181,FONDO DE FONDOS,IMPULSA B," 5,700 "
Repetido,90039181,FONDOS DE DEUDA,ALTERNA B," 1,764 "
Repetido,90039280,FONDOS DE DEUDA,ACTIMED B," 37,797 "
Repetido,90039280,FONDOS DE DEUDA,ALTERNA B," 112,295 "
Repetido,90039371,FONDOS DE DEUDA,ACTIMED B," 135,642 "
Repetido,90039397,RENTA VARIABLE,ACTI500 B," 231,406 "
Repetido,90039520,FONDOS DE DEUDA,ACTIMED B," 153,612 "
Repetido,90039603,FONDOS DE DEUDA,ACTIMED B," 38,652 "
Repetido,90039603,FONDO DE FONDOS,IMPULSA B," 3,121 "
Repetido,90039678,FONDOS DE DEUDA,ACTIMED B," 63,920 "
Repetido,90039686,FONDOS DE DEUDA,ACTIMED B," 92,625 "
Repetido,90039686,FONDOS DE DEUDA,ALTERNA B," 10,439 "
Repetido,90039686,FONDOS DE DEUDA,ACTIREN B, 34 
Repetido,90039694,RENTA VARIABLE,ACTVIDA B," 104,865 "
Repetido,90039728,FONDOS DE COBERTURA,ACTICOB B," 49,219 "
Repetido,90039769,RENTA VARIABLE,ACTI500 B, 977 
Repetido,90039769,FONDO DE FONDOS,IMPULSA B," 7,864 "
Repetido,90039769,FONDOS DE DEUDA,ACTIMED B," 319,743 "
Repetido,90039934,FONDOS DE DEUDA,ACTIREN B," 2,089 "
Repetido,90039959,FONDOS DE DEUDA,ACTIMED B," 62,811 "
Repetido,90040320,FONDOS DE COBERTURA,ACTICOB B, 844 
Repetido,90040502,FONDOS DE DEUDA,ACTIREN B," 12,736 "
Repetido,90040536,FONDOS DE DEUDA,ACTIREN B," 4,254 "
Repetido,90040668,FONDO DE FONDOS,IMPULSA B," 1,997 "
Repetido,90040734,FONDOS DE COBERTURA,ACTICOB B," 4,590 "
Repetido,90041203,FONDOS DE DEUDA,ACTIREN B," 21,158 "
Repetido,90041294,FONDOS DE DEUDA,ACTIMED B," 27,125 "
Repetido,90041336,FONDO DE FONDOS,IMPULSA B," 105,768 "
Repetido,90041336,RENTA VARIABLE,ACTI500 B," 68,778 "
Repetido,90041336,FONDOS DE DEUDA,ACTIREN B," 62,762 "
Repetido,90041674,FONDOS DE DEUDA,ACTIMED B," 123,634 "
Repetido,90041674,FONDO DE FONDOS,IMPULSA B," 30,873 "
Repetido,90041831,FONDOS DE DEUDA,ACTIGOB E," 9,229 "
Repetido,90042243,FONDOS DE DEUDA,ACTIMED E," 53,597 "
Repetido,90042243,FONDOS DE DEUDA,ACTIREN E," 42,547 "
Repetido,90042391,FONDOS DE DEUDA,ALTERNA B," 19,254 "
Repetido,90042391,FONDOS DE DEUDA,ACTIMED B," 113,120 "
Repetido,90042516,FONDOS DE DEUDA,ACTIREN B," 65,989 "
Repetido,90042516,FONDOS DE DEUDA,ACTIMED B," 2,531 "
Repetido,90042599,FONDOS DE COBERTURA,ACTICOB B," 4,194 "
Repetido,90042615,FONDOS DE DEUDA,ACTIREN B," 26,329 "
Repetido,90042615,FONDO DE FONDOS,IMPULSA B," 361,119 "
Repetido,90042722,FONDOS DE DEUDA,ACTIREN B," 1,044 "
Repetido,90042722,FONDOS DE COBERTURA,ACTICOB B, 396 
Repetido,90042755,FONDOS DE COBERTURA,ACTICOB B, 26 
Repetido,90043415,FONDOS DE DEUDA,ACTIREN B," 6,869 "
Repetido,90043456,FONDOS DE DEUDA,ACTIGOB B," 151,970 "
Repetido,90043589,FONDOS DE DEUDA,ACTIGOB B," 1,707 "
Repetido,90043589,FONDOS DE DEUDA,ACTIMED B," 35,476 "
Repetido,90043589,FONDOS DE DEUDA,ACTIREN B," 8,338 "
Repetido,90043969,FONDOS DE DEUDA,ALTERNA B," 23,817 "
Repetido,90044009,FONDOS DE DEUDA,ACTIREN B," 27,637 "
Repetido,90044603,FONDOS DE DEUDA,ACTIREN B," 48,473 "
Repetido,90044801,FONDOS DE DEUDA,ACTIREN B," 5,230 "
Repetido,90045840,FONDOS DE DEUDA,ALTERNA B," 102,166 "
Repetido,90045840,FONDOS DE DEUDA,ACTIMED B," 140,596 "
Repetido,90045840,FONDO DE FONDOS,IMPULSA B," 222,064 "
Repetido,90045857,FONDOS DE DEUDA,ALTERNA E," 94,027 "
Repetido,90045964,FONDOS DE COBERTURA,ACTICOB B," 10,656 "
Repetido,90046129,FONDOS DE DEUDA,ACTIMED B," 34,564 "
Repetido,90046269,FONDOS DE COBERTURA,ACTICOB B," 6,304 "
Repetido,90046269,FONDOS DE DEUDA,ACTIMED B," 294,560 "
Repetido,90046293,FONDOS DE DEUDA,ACTIREN B," 20,063 "
Repetido,90046756,FONDOS DE DEUDA,ACTIGOB B," 14,282 "
Repetido,90046905,FONDOS DE DEUDA,ACTIMED B," 25,223 "
Repetido,90047499,FONDOS DE DEUDA,ALTERNA B," 24,155 "
Repetido,90047648,FONDOS DE COBERTURA,ACTICOB B, 53 
Repetido,90047994,FONDOS DE DEUDA,ACTIREN B, 42 
Repetido,90048315,FONDOS DE DEUDA,ACTIREN B," 4,415 "
Repetido,90048448,FONDOS DE DEUDA,ACTIREN B," 2,530 "
Repetido,90048562,FONDOS DE DEUDA,ACTIREN B," 13,186 "
Repetido,90048802,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 99,033 "
Repetido,90048836,FONDOS DE DEUDA,ACTIMED B," 16,826 "
Repetido,90048992,FONDOS DE DEUDA,ACTIREN B," 33,826 "
Repetido,90048992,FONDOS DE DEUDA,ACTIMED B, 934 
Repetido,90049099,FONDOS DE DEUDA,ACTIREN B," 3,761 "
Repetido,90049347,FONDOS DE DEUDA,ACTIREN B," 1,070 "
Repetido,90049495,FONDOS DE DEUDA,ACTIREN B," 9,458 "
Repetido,90049495,FONDOS DE DEUDA,ACTIMED B," 1,693 "
Repetido,90049495,FONDO DE FONDOS,IMPULSA B," 15,603 "
Repetido,90049511,FONDOS DE DEUDA,ACTIMED B, 34 
Repetido,90049768,FONDOS DE DEUDA,ACTIGOB B," 15,077 "
Repetido,90049768,FONDO DE FONDOS,IMPULSA B," 69,528 "
Repetido,90049768,FONDOS DE DEUDA,ACTIMED B," 59,527 "
Repetido,90050147,RENTA VARIABLE,ACTVIDA B," 227,625 "
Repetido,90050733,FONDOS DE DEUDA,ACTIMED B," 201,816 "
Repetido,90050907,FONDOS DE DEUDA,ACTIREN B," 1,613 "
Repetido,90050931,FONDOS DE DEUDA,ACTIREN B, 331 
Repetido,90050931,FONDOS DE DEUDA,ACTIGOB B," 199,996 "
Repetido,90050949,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 26,684 "
Repetido,90050964,FONDOS DE DEUDA,ACTIMED B," 7,575 "
Repetido,90051301,FONDOS DE DEUDA,ACTIMED B," 1,308 "
Repetido,90051301,FONDOS DE DEUDA,ACTIREN B," 13,050 "
Repetido,90051590,FONDOS DE COBERTURA,ACTICOB B, 53 
Repetido,90051707,FONDOS DE DEUDA,ACTIGOB E," 27,812 "
Repetido,90051715,FONDOS DE DEUDA,ACTIREN B," 95,196 "
Repetido,90051715,FONDOS DE DEUDA,ACTIMED B," 68,518 "
Repetido,90051715,FONDOS DE COBERTURA,ACTICOB B," 11,395 "
Repetido,90051756,FONDOS DE DEUDA,ACTIMED B," 58,191 "
Repetido,90052424,FONDOS DE DEUDA,ACTIREN B," 51,962 "
Repetido,90052523,FONDOS DE DEUDA,ACTIREN B," 6,894 "
Repetido,90052697,FONDOS DE DEUDA,ACTIMED B," 56,668 "
Repetido,90054040,FONDOS DE COBERTURA,ACTICOB B," 11,421 "
Repetido,90054057,FONDOS DE COBERTURA,ACTICOB B, 739 
Repetido,90054057,FONDOS DE DEUDA,ACTIREN B," 15,758 "
Repetido,90054263,FONDOS DE DEUDA,ACTIREN E, 935 
Repetido,90054792,FONDOS DE DEUDA,ACTIREN B," 9,153 "
Repetido,90055088,FONDOS DE DEUDA,ACTIREN B, 331 
Repetido,90055302,FONDOS DE DEUDA,ACTIMED B, 23 
Repetido,90055369,FONDOS DE COBERTURA,ACTICOB B, 158 
Repetido,90055815,FONDOS DE DEUDA,ACTIGOB B," 273,178 "
Repetido,90056060,RENTA VARIABLE,ACTVIDA B," 202,664 "
Repetido,90056060,FONDOS DE DEUDA,ACTIMED B," 19,872 "
Repetido,90056771,FONDOS DE DEUDA,ACTIMED B," 107,521 "
Repetido,90056771,RENTA VARIABLE,MAYA B," 47,791 "
Repetido,90056771,FONDOS DE DEUDA,ACTIREN B," 12,277 "
Repetido,90056813,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA", 343 
Repetido,90056987,FONDOS DE DEUDA,ALTERNA B," 171,795 "
Repetido,90056987,FONDOS DE DEUDA,ACTIMED B, 6 
Repetido,90057001,FONDOS DE DEUDA,ALTERNA B," 309,073 "
Repetido,90057001,FONDOS DE DEUDA,ACTIREN B," 2,029 "
Repetido,90057001,FONDOS DE DEUDA,ACTIMED B," 30,465 "
Repetido,90057068,FONDOS DE DEUDA,ALTERNA B," 10,327 "
Repetido,90057381,FONDOS DE DEUDA,ACTIREN B," 3,710 "
Repetido,90057571,RENTA VARIABLE,MAYA B," 49,330 "
Repetido,90057571,FONDOS DE DEUDA,ACTIREN B," 172,027 "
Repetido,90057571,FONDOS DE COBERTURA,ACTICOB B," 19,466 "
Repetido,90057753,FONDOS DE DEUDA,ACTIREN B," 30,099 "
Repetido,90058215,FONDOS DE DEUDA,ACTIREN B," 1,460 "
Repetido,90058660,FONDOS DE DEUDA,ACTIREN B, 620 
Repetido,90058843,FONDOS DE DEUDA,ACTIREN B," 250,370 "
Repetido,90059270,FONDO DE FONDOS,IMPULSA B," 170,178 "
Repetido,90059270,FONDOS DE DEUDA,ALTERNA B," 8,554 "
Repetido,90059270,FONDOS DE DEUDA,ACTIMED B," 156,511 "
Repetido,90059270,FONDOS DE DEUDA,ACTIREN B," 3,821 "
Repetido,90059767,FONDOS DE DEUDA,ACTIMED B," 101,378 "
Repetido,90059767,FONDO DE FONDOS,IMPULSA B," 55,422 "
Repetido,90060138,FONDOS DE DEUDA,ACTIGOB B, 44 
Repetido,90060146,FONDOS DE DEUDA,ACTIREN B," 172,689 "
Repetido,90060302,FONDOS DE DEUDA,ACTIREN B," 355,950 "
Repetido,90060393,FONDOS DE DEUDA,ACTIMED B," 321,571 "
Repetido,90060526,FONDOS DE DEUDA,ACTIREN B," 8,983 "
Repetido,90060708,FONDOS DE COBERTURA,ACTICOB B, 475 
Repetido,90060880,FONDOS DE DEUDA,ACTIREN B," 23,808 "
Repetido,90060880,FONDOS DE DEUDA,ACTIGOB B," 29,742 "
Repetido,90060880,RENTA VARIABLE,ACTI500 B," 53,454 "
Repetido,90061052,RENTA VARIABLE,ACTI500 B," 3,400 "
Repetido,90061052,RENTA VARIABLE,MAYA B," 3,996 "
Repetido,90061052,FONDOS DE DEUDA,ALTERNA B," 24,974 "
Repetido,90061243,FONDO DE FONDOS,IMPULSA B," 54,132 "
Repetido,90061243,FONDOS DE DEUDA,ACTIMED B," 351,969 "
Repetido,90061482,FONDOS DE DEUDA,ACTIREN B, 127 
Repetido,90061557,FONDOS DE DEUDA,ACTIREN B," 110,428 "
Repetido,90061581,FONDOS DE DEUDA,ACTIREN B," 25,684 "
Repetido,90061995,FONDOS DE DEUDA,ACTIGOB B," 79,769 "
Repetido,90061995,FONDOS DE DEUDA,ACTIREN B," 3,829 "
Repetido,90062076,FONDOS DE DEUDA,ACTIREN B, 144 
Repetido,90062076,RENTA VARIABLE,ACTI500 B," 1,675 "
Repetido,90063611,FONDOS DE DEUDA,ACTIREN B," 5,892 "
Repetido,90064023,FONDOS DE DEUDA,ACTIREN B," 1,308 "
Repetido,90064023,FONDOS DE DEUDA,ACTIMED B," 37,678 "
Repetido,90064247,FONDOS DE DEUDA,ACTIREN B," 1,384 "
Repetido,90064320,RENTA VARIABLE,MAYA B," 17,393 "
Repetido,90064817,FONDOS DE DEUDA,ACTIREN E, 105 
Repetido,90065004,FONDOS DE DEUDA,ACTIMED B, 566 
Repetido,90065178,FONDOS DE DEUDA,ACTIREN B," 125,779 "
Repetido,90065327,FONDOS DE DEUDA,ACTIMED B," 371,389 "
Repetido,90065418,FONDOS DE DEUDA,ALTERNA B," 2,268 "
Repetido,90065418,FONDO DE FONDOS,IMPULSA B," 58,377 "
Repetido,90065871,RENTA VARIABLE,ACTVIDA B," 31,306 "
Repetido,90065871,FONDOS DE DEUDA,ACTIMED B," 232,179 "
Repetido,90066424,FONDOS DE DEUDA,ACTIMED B," 15,875 "
Repetido,90066945,FONDOS DE DEUDA,ACTIREN B, 892 
Repetido,90066945,FONDOS DE DEUDA,ACTIMED B," 55,575 "
Repetido,90066945,FONDOS DE DEUDA,ACTIGOB B," 26,137 "
Repetido,90066945,FONDOS DE DEUDA,ALTERNA B," 6,543 "
Repetido,90066952,FONDOS DE COBERTURA,ACTICOB B, 211 
Repetido,90067588,FONDOS DE DEUDA,ACTIREN B," 23,960 "
Repetido,90067976,FONDOS DE DEUDA,ACTIMED B," 3,369 "
Repetido,90067976,FONDOS DE DEUDA,ACTIREN B," 174,396 "
Repetido,90068081,FONDO DE FONDOS,IMPULSA B," 309,150 "
Repetido,90068198,FONDOS DE DEUDA,ACTIREN B," 3,982 "
Repetido,90068313,FONDOS DE DEUDA,ACTIMED B," 22,873 "
Repetido,90068750,FONDOS DE DEUDA,ACTIREN B," 11,309 "
Único,90068842,RENTA VARIABLE,MAYA B," 21,717 "
Repetido,90069071,FONDOS DE DEUDA,ACTIREN B," 32,723 "
Repetido,90069113,FONDOS DE DEUDA,ACTIMED B," 16,894 "
Repetido,90069154,FONDOS DE DEUDA,ACTIREN B," 136,961 "
Repetido,90069154,FONDOS DE DEUDA,ACTIMED B, 527 
Repetido,90069154,FONDOS DE COBERTURA,ACTICOB B, 158 
Repetido,90069238,FONDOS DE DEUDA,ACTIMED B," 10,853 "
Repetido,90069436,FONDOS DE COBERTURA,ACTICOB B," 7,412 "
Repetido,90069436,FONDOS DE DEUDA,ACTIMED B," 249,385 "
Repetido,90069675,FONDOS DE DEUDA,ALTERNA B," 9,958 "
Repetido,90069675,FONDOS DE DEUDA,ACTIMED B," 12,314 "
Repetido,90069675,FONDO DE FONDOS,IMPULSA B," 3,370 "
Repetido,90069808,FONDOS DE DEUDA,ACTIREN B, 280 
Repetido,90069964,FONDOS DE COBERTURA,ACTICOB B, 976 
Repetido,90070053,FONDOS DE DEUDA,ACTIREN B, 110 
Repetido,90070848,FONDOS DE DEUDA,ACTIMED B," 14,330 "
Repetido,90070855,FONDOS DE DEUDA,ACTIREN B," 47,802 "
Repetido,90070855,FONDOS DE DEUDA,ACTIMED B," 13,803 "
Único,90071010,FONDOS DE DEUDA,ACTIREN E," 299,664 "
Repetido,90071549,FONDOS DE DEUDA,ACTIMED B," 470,717 "
Repetido,90071556,FONDOS DE DEUDA,ACTIMED B," 252,692 "
Repetido,90071556,FONDOS DE DEUDA,ACTIREN B," 7,854 "
Repetido,90071564,FONDOS DE COBERTURA,ACTICOB B," 175,061 "
Repetido,90071564,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 114,139 "
Repetido,90072166,FONDOS DE DEUDA,ALTERNA B," 10,786 "
Repetido,90072570,FONDOS DE DEUDA,ACTIREN B," 52,005 "
Repetido,90073289,FONDOS DE DEUDA,ACTIREN B," 5,587 "
Repetido,90073453,FONDOS DE DEUDA,ACTIMED B," 10,661 "
Repetido,90074121,FONDOS DE DEUDA,ACTIREN B," 9,127 "
Repetido,90074790,FONDOS DE DEUDA,ACTIREN B," 40,992 "
Repetido,90074824,FONDOS DE DEUDA,ACTIREN B," 69,325 "
Repetido,90075011,FONDOS DE DEUDA,ACTIREN B," 3,524 "
Repetido,90075920,FONDOS DE DEUDA,ACTIREN B," 26,389 "
Repetido,90076274,FONDOS DE DEUDA,ACTIMED B," 3,754 "
Repetido,90076308,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 1,431 "
Repetido,90076308,FONDOS DE COBERTURA,ACTICOB B," 6,119 "
Repetido,90076381,FONDOS DE COBERTURA,ACTICOB B, 185 
Repetido,90076399,FONDOS DE DEUDA,ACTIGOB B," 1,305 "
Repetido,90076985,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 129,046 "
Repetido,90077173,RENTA VARIABLE,ACTI500 B," 25,340 "
Repetido,90077173,FONDOS DE DEUDA,ACTIMED B," 25,138 "
Repetido,90077751,FONDOS DE COBERTURA,ACTICOB B, 26 
Repetido,90077769,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 73,521 "
Repetido,90077769,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 44,081 "
Repetido,90077769,FONDOS DE DEUDA,ACTIGOB B," 21,163 "
Repetido,90077785,FONDOS DE DEUDA,ACTIMED B," 1,161 "
Repetido,90077785,RENTA VARIABLE,ACTI500 B," 445,936 "
Repetido,90077959,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 33,288 "
Repetido,90078775,RENTA VARIABLE,MAYA B," 47,660 "
Repetido,90078775,FONDOS DE DEUDA,ACTIGOB B," 8,980 "
Repetido,90079054,FONDOS DE DEUDA,ACTIREN B," 2,284 "
Repetido,90079062,FONDOS DE DEUDA,ACTIREN B," 40,143 "
Repetido,90079062,FONDOS DE COBERTURA,ACTICOB B, 132 
Repetido,90079112,FONDOS DE DEUDA,ACTIREN B, 323 
Repetido,90079369,FONDOS DE DEUDA,ACTIREN B," 19,044 "
Repetido,90079856,FONDOS DE DEUDA,ACTIREN B," 8,771 "
Repetido,90079922,RENTA VARIABLE,ACTI500 B," 89,317 "
Repetido,90079922,FONDOS DE DEUDA,ACTIMED B," 234,382 "
Repetido,90079989,FONDOS DE DEUDA,ACTIREN B," 4,644 "
Repetido,90080052,FONDOS DE DEUDA,ACTIREN E," 114,051 "
Repetido,90080177,FONDOS DE DEUDA,ALTERNA B," 37,847 "
Repetido,90080276,FONDOS DE DEUDA,ACTIGOB B," 5,940 "
Repetido,90080540,FONDOS DE COBERTURA,ACTICOB B, 369 
Repetido,90080565,FONDOS DE DEUDA,ACTIMED B," 12,693 "
Repetido,90080664,RENTA VARIABLE,ACTVIDA B," 221,599 "
Repetido,90080664,FONDOS DE DEUDA,ACTIMED B," 109,519 "
Repetido,90081043,FONDOS DE DEUDA,ACTIREN B," 13,797 "
Repetido,90081092,FONDOS DE DEUDA,ACTIREN B," 17,558 "
Repetido,90081092,FONDOS DE DEUDA,ACTIREN B," 1,036 "
Repetido,90081092,RENTA VARIABLE,ACTI500 B," 144,965 "
Repetido,90081217,FONDOS DE DEUDA,ACTIMED B," 202,331 "
Único,90081258,FONDO DE FONDOS,IMPULSA B," 163,771 "
Repetido,90081621,FONDOS DE DEUDA,ALTERNA B," 5,022 "
Repetido,90081639,FONDOS DE DEUDA,ACTIREN B," 7,998 "
Repetido,90081738,FONDOS DE COBERTURA,ACTICOB B," 3,218 "
Repetido,90081936,FONDOS DE DEUDA,ALTERNA B," 1,737 "
Repetido,90081936,RENTA VARIABLE,MAYA B," 2,457 "
Repetido,90081936,RENTA VARIABLE,ACTI500 B," 80,876 "
Repetido,90082124,FONDOS DE DEUDA,ACTIREN B," 6,079 "
Repetido,90082165,FONDOS DE DEUDA,ACTIREN B," 3,974 "
Repetido,90082181,FONDOS DE COBERTURA,ACTICOB B," 2,743 "
Repetido,90082264,FONDOS DE DEUDA,ACTIMED B," 257,980 "
Repetido,90082405,FONDO DE FONDOS,IMPULSA B," 74,937 "
Repetido,90082405,FONDOS DE DEUDA,ACTIREN B," 15,308 "
Repetido,90082629,FONDOS DE DEUDA,ACTIREN B," 9,586 "
Repetido,90082678,FONDO DE FONDOS,IMPULSA B," 225,892 "
Repetido,90082678,FONDOS DE DEUDA,ACTIMED B," 182,209 "
Repetido,90082983,FONDOS DE DEUDA,ACTIREN B," 3,456 "
Repetido,90083098,FONDOS DE DEUDA,ACTIMED B," 18,836 "
Repetido,90083304,FONDOS DE COBERTURA,ACTICOB B, 26 
Repetido,90083312,FONDOS DE DEUDA,ACTIREN B," 6,512 "
Repetido,90083312,FONDOS DE DEUDA,ACTIMED B," 38,148 "
Repetido,90083395,FONDOS DE DEUDA,ACTIREN B," 1,673 "
Repetido,90083429,FONDOS DE DEUDA,ALTERNA B," 227,277 "
Repetido,90083429,FONDOS DE DEUDA,ACTIMED B," 120,514 "
Repetido,90083510,FONDOS DE DEUDA,ACTIMED B," 463,572 "
Repetido,90083528,FONDOS DE COBERTURA,ACTICOB B," 26,535 "
Repetido,90084021,FONDOS DE DEUDA,ALTERNA B," 55,176 "
Repetido,90084146,FONDOS DE DEUDA,ACTIREN B," 2,021 "
Repetido,90084252,FONDOS DE DEUDA,ACTIREN B," 19,375 "
Repetido,90084385,FONDOS DE COBERTURA,ACTICOB B, 211 
Repetido,90084484,FONDOS DE COBERTURA,ACTICOB B," 134,731 "
Repetido,90084484,FONDOS DE DEUDA,ACTIMED B," 240,632 "
Repetido,90084864,FONDOS DE DEUDA,ACTIREN B," 13,322 "
Repetido,90084864,FONDOS DE DEUDA,ACTIMED B," 11,646 "
Repetido,90084872,FONDOS DE DEUDA,ACTIREN B," 6,979 "
Repetido,90084948,RENTA VARIABLE,ACTI500 B," 102,302 "
Repetido,90084963,FONDOS DE DEUDA,ACTIMED B," 201,465 "
Repetido,90085226,FONDOS DE COBERTURA,ACTICOB B," 1,029 "
Repetido,90085226,FONDOS DE DEUDA,ACTIMED B," 86,108 "
Repetido,90085259,FONDOS DE DEUDA,ACTIREN B, 59 
Repetido,90085283,FONDOS DE DEUDA,ACTIMED B," 25,647 "
Repetido,90085333,FONDOS DE COBERTURA,ACTICOB B," 2,084 "
Repetido,90085382,FONDOS DE DEUDA,ACTIREN B," 40,067 "
Repetido,90085895,FONDOS DE DEUDA,ALTERNA B," 100,983 "
Repetido,90085895,RENTA VARIABLE,ACTVIDA B," 150,693 "
Repetido,90085994,FONDOS DE DEUDA,ALTERNA B," 88,595 "
Repetido,90085994,FONDOS DE DEUDA,ACTIREN B," 24,860 "
Repetido,90086000,FONDOS DE DEUDA,ACTIREN B," 7,200 "
Repetido,90086257,FONDOS DE DEUDA,ACTIMED B," 72,509 "
Repetido,90086372,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 143,870 "
Repetido,90086711,FONDOS DE DEUDA,ALTERNA B," 240,632 "
Repetido,90086711,FONDOS DE DEUDA,ACTIMED B," 69,078 "
Repetido,90086737,FONDOS DE DEUDA,ACTIMED B," 216,332 "
Repetido,90086737,FONDOS DE DEUDA,ALTERNA B," 122,978 "
Repetido,90086737,FONDOS DE DEUDA,ACTIREN B," 30,192 "
Repetido,90086950,FONDOS DE DEUDA,ACTIREN B," 6,529 "
Repetido,90087065,FONDOS DE DEUDA,ACTIREN B," 3,379 "
Repetido,90087305,FONDOS DE DEUDA,ACTIREN B," 8,457 "
Repetido,90087347,FONDOS DE COBERTURA,ACTICOB B," 86,225 "
Repetido,90087370,FONDOS DE COBERTURA,ACTICOB B, 106 
Repetido,90087529,FONDOS DE DEUDA,ALTERNA B," 85,688 "
Repetido,90087529,FONDOS DE DEUDA,ACTIMED B," 133,202 "
Repetido,90087545,FONDOS DE DEUDA,ACTIMED B," 21,435 "
Repetido,90087602,FONDOS DE DEUDA,ACTIMED B," 46,177 "
Repetido,90087628,FONDOS DE DEUDA,ACTIREN B, 127 
Repetido,90087669,FONDOS DE DEUDA,ALTERNA B," 352,176 "
Repetido,90087735,FONDOS DE COBERTURA,ACTICOB B," 1,635 "
Repetido,90088022,FONDOS DE DEUDA,ALTERNA B," 235,021 "
Único,90088030,RENTA VARIABLE,MAYA B," 5,044 "
Repetido,90088071,FONDOS DE DEUDA,ACTIMED B," 32,696 "
Repetido,90088121,FONDOS DE DEUDA,ALTERNA B," 7,204 "
Repetido,90088121,FONDOS DE DEUDA,ACTIMED B," 267,135 "
Repetido,90088139,FONDOS DE DEUDA,ACTIGOB B, 15 
Repetido,90088162,FONDOS DE DEUDA,ALTERNA B," 1,413 "
Repetido,90088253,FONDOS DE DEUDA,ACTIMED B," 158,951 "
Repetido,90088253,FONDOS DE DEUDA,ACTIREN B," 19,070 "
Repetido,90088477,FONDOS DE DEUDA,ACTIMED B," 32,492 "
Repetido,90088600,FONDOS DE DEUDA,ALTERNA B," 128,643 "
Repetido,90088600,FONDOS DE DEUDA,ACTIREN B," 33,894 "
Repetido,90088600,FONDOS DE DEUDA,ACTIMED B," 61,452 "
Repetido,90088790,FONDOS DE DEUDA,ACTIREN B," 10,426 "
Repetido,90088790,FONDOS DE DEUDA,ACTIMED B," 66,100 "
Repetido,90088790,FONDOS DE COBERTURA,ACTICOB B," 28,856 "
Repetido,90089053,FONDOS DE DEUDA,ACTIMED B," 224,304 "
Repetido,90089079,FONDOS DE DEUDA,ACTIREN B," 3,787 "
Repetido,90089111,FONDOS DE DEUDA,ACTIREN B," 1,596 "
Repetido,90090085,FONDOS DE COBERTURA,ACTICOB B," 8,863 "
Repetido,90090218,FONDOS DE DEUDA,ACTIREN B," 185,638 "
Repetido,90090218,FONDOS DE DEUDA,ACTIGOB B," 18,005 "
Repetido,90090242,FONDOS DE DEUDA,ACTIMED B," 445,166 "
Repetido,90090283,FONDO DE FONDOS,IMPULSA B," 40,568 "
Repetido,90090283,FONDOS DE DEUDA,ACTIREN B," 4,908 "
Repetido,90090507,FONDOS DE COBERTURA,ACTICOB B," 147,524 "
Repetido,90090507,FONDOS DE DEUDA,ACTIMED B," 48,543 "
Repetido,90090804,FONDOS DE DEUDA,ACTIMED B," 28,733 "
Repetido,90090911,FONDOS DE COBERTURA,ACTICOB B," 1,530 "
Repetido,90091067,FONDOS DE DEUDA,ACTIREN B," 156,073 "
Repetido,90091067,FONDOS DE DEUDA,ACTIMED B, 6 
Repetido,90091331,FONDOS DE DEUDA,ACTIREN B, 662 
Repetido,90091869,FONDOS DE COBERTURA,ACTICOB B, 106 
Repetido,90091943,FONDOS DE DEUDA,ACTIMED B," 319,397 "
Repetido,90091968,FONDOS DE DEUDA,ACTIREN B, 331 
Repetido,90092321,FONDOS DE COBERTURA,ACTICOB B," 106,429 "
Repetido,90092321,FONDOS DE DEUDA,ACTIMED B," 61,225 "
Repetido,90092412,FONDOS DE COBERTURA,ACTICOB B," 2,031 "
Repetido,90092479,FONDOS DE DEUDA,ACTIREN B," 4,695 "
Repetido,90092479,FONDOS DE COBERTURA,ACTICOB B," 9,891 "
Repetido,90092511,FONDOS DE COBERTURA,ACTICOB B," 328,071 "
Repetido,90092537,FONDOS DE DEUDA,ACTIREN B," 5,358 "
Repetido,90092537,RENTA VARIABLE,ACTI500 B," 21,354 "
