Fecha,Emisora,Serie,Precio
20170511,ALTERNA,B-2,3.411978
20170512,ACTICOB,B-2,24.184614
20170512,ACTIGOB,B-2,4.048439
20170512,ACTIMED,B-2,4.511593
20170512,ACTIREN,B-2,7.5772
20170516,ACTICOB,B-2,23.917932999999998
20170516,ACTIGOB,B-2,4.050599
20170516,ACTIMED,B-2,4.514267
20170516,ACTIREN,B-2,7.580147
20170516,ALTERNA,B-2,3.413991
20170530,ACTICOB,B-2,23.694685999999997
20170530,ACTIGOB,B-2,4.0561419999999995
20170530,ACTIMED,B-2,4.522995
20170530,ACTIREN,B-2,7.587145
20170530,ALTERNA,B-2,3.417441
20170608,ACTICOB,B-2,23.381745000000002
20170608,ACTIGOB,B-2,4.06083
20170608,ACTIMED,B-2,4.529331
20170608,ACTIREN,B-2,7.593851
20170608,ALTERNA,B-2,3.422685
20170609,ACTICOB,B-2,23.31821
20170609,ACTIGOB,B-2,4.0614
20170609,ACTIMED,B-2,4.530044999999999
20170609,ACTIREN,B-2,7.594769
20170609,ALTERNA,B-2,3.4231559999999996
20170612,ACTICOB,B-2,23.31021
20170612,ACTIGOB,B-2,4.062918
20170612,ACTIMED,B-2,4.532267
20170612,ACTIREN,B-2,7.59687
20170612,ALTERNA,B-2,3.4247919999999996
20170622,ACTICOB,B-2,23.359047
20170622,ACTIGOB,B-2,4.067864
20170622,ACTIMED,B-2,4.539611
20170622,ACTIREN,B-2,7.605225
20170622,ALTERNA,B-2,3.4300080000000004
20170726,ACTICOB,B-2,22.776391
20170726,ACTIGOB,B-2,4.085861
20170726,ACTIMED,B-2,4.567826
20170726,ACTIREN,B-2,7.6353539999999995
20170726,ALTERNA,B-2,3.449607
20170801,ACTICOB,B-2,22.854961
20170801,ACTIGOB,B-2,4.088945
20170801,ACTIMED,B-2,4.572488
20170801,ACTIREN,B-2,7.640114
20170801,ALTERNA,B-2,3.4534339999999997
20170807,ACTICOB,B-2,22.937486
20170807,ACTIGOB,B-2,4.092183
20170807,ACTIMED,B-2,4.57728
20170807,ACTIREN,B-2,7.645057
20170807,ALTERNA,B-2,3.4568790000000003
20170907,ACTICOB,B-2,22.881997
20170907,ACTIGOB,B-2,4.109451
20170907,ACTIMED,B-2,4.60273
20170907,ACTIREN,B-2,7.668221000000001
20170907,ALTERNA,B-2,3.4755
20171017,ACTICOB,B-2,24.52373
20171017,ACTIGOB,B-2,4.130505
20171017,ACTIMED,B-2,4.633253
20171017,ACTIREN,B-2,7.689728999999999
20171017,ALTERNA,B-2,3.4916
20171026,ACTICOB,B-2,24.480335999999998
20171026,ACTIGOB,B-2,4.135361
20171026,ACTIMED,B-2,4.639115
20171026,ACTIREN,B-2,7.694431
20171026,ALTERNA,B-2,3.49545
20171117,ACTICOB,B-2,24.514461999999998
20171117,ACTIGOB,B-2,4.147222
20171117,ACTIMED,B-2,4.656067
20171117,ACTIREN,B-2,7.706689999999999
20171117,ALTERNA,B-2,3.5108639999999998
20171122,ACTICOB,B-2,24.141538
20171122,ACTIGOB,B-2,4.150429
20171122,ACTIMED,B-2,4.6598489999999995
20171122,ACTIREN,B-2,7.708766000000001
20171122,ALTERNA,B-2,3.5147779999999997
20171127,ACTICOB,B-2,23.832376999999997
20171127,ACTIGOB,B-2,4.153748
20171127,ACTIMED,B-2,4.663467
20171127,ACTIREN,B-2,7.71091
20171127,ALTERNA,B-2,3.5170120000000002
20171222,ACTICOB,B-2,24.983959
20171222,ACTIGOB,B-2,4.165931
20171222,ACTIMED,B-2,4.680657
20171222,ACTIREN,B-2,7.724211
20171222,ALTERNA,B-2,3.524256
20180105,ACTICOB,B-2,24.736763
20180105,ACTIGOB,B-2,4.174543
20180105,ACTIMED,B-2,4.692009
20180105,ACTIREN,B-2,7.7323949999999995
20180105,ALTERNA,B-2,3.533892
20180111,ACTICOB,B-2,24.862135000000002
20180111,ACTIGOB,B-2,4.177433000000001
20180111,ACTIMED,B-2,4.696157
20180111,ACTIREN,B-2,7.736128999999999
20180111,ALTERNA,B-2,3.538665
20180112,ACTICOB,B-2,24.731932
20180112,ACTIGOB,B-2,4.177919
20180112,ACTIMED,B-2,4.696675
20180112,ACTIREN,B-2,7.736702
20180112,ALTERNA,B-2,3.539187
20180130,ACTICOB,B-2,23.86978
20180130,ACTIGOB,B-2,4.189252
20180130,ACTIMED,B-2,4.711192
20180130,ACTIREN,B-2,7.749482
20180130,ALTERNA,B-2,3.548492
20180226,ACTICOB,B-2,23.779874
20180226,ACTIGOB,B-2,4.205529
20180226,ACTIMED,B-2,4.732189
20180226,ACTIREN,B-2,7.766375999999999
20180226,ALTERNA,B-2,3.5666
20180228,ACTICOB,B-2,24.110509
20180228,ACTIGOB,B-2,4.206773
20180228,ACTIMED,B-2,4.733929
20180228,ACTIREN,B-2,7.767592999999999
20180309,ACTICOB,B-2,23.933977
20180309,ACTIGOB,B-2,4.212313
20180309,ACTIMED,B-2,4.741852
20180309,ACTIREN,B-2,7.773108000000001
20180309,ALTERNA,B-2,3.5756019999999995
20180327,ACTICOB,B-2,23.486942000000003
20180327,ACTIGOB,B-2,4.223269999999999
20180327,ACTIMED,B-2,4.756709
20180327,ACTIREN,B-2,7.782601
20180327,ALTERNA,B-2,3.586732
20180328,ACTIREN,B-2,7.78343
20180328,ALTERNA,B-2,3.587625
20180328,ACTICOB,B-2,23.577215
20180328,ACTIGOB,B-2,4.223883
20180328,ACTIMED,B-2,4.757861
20180403,ACTICOB,B-2,23.472497
20180403,ACTIGOB,B-2,4.2276169999999995
